date,duration(min)
2017-11-06 11:34:00 AM,1
2017-11-06 11:16:00 AM,16
2017-11-06 07:46:00 AM,60
2017-11-05 08:05:00 PM,690
2017-11-05 05:11:00 PM,5
2017-11-05 04:05:00 PM,62
2017-11-05 11:53:00 AM,41
2017-11-05 06:46:00 AM,133
2017-11-05 06:06:00 AM,26
2017-11-04 07:05:00 PM,650
2017-11-04 02:13:00 PM,69
2017-11-04 10:17:00 AM,66
2017-11-03 07:35:00 PM,726
2017-11-03 03:01:00 PM,35
2017-11-03 10:50:00 AM,40
2017-11-02 07:42:00 PM,653
2017-11-02 01:01:00 PM,40
2017-11-02 08:04:00 AM,113
2017-11-01 07:19:00 PM,632
2017-11-01 12:50:00 PM,50
2017-10-31 07:30:00 PM,772
2017-10-31 01:23:00 PM,76
2017-10-31 08:53:00 AM,71
2017-10-31 08:48:00 AM,1
2017-10-30 08:25:00 PM,615
2017-10-30 05:14:00 PM,52
2017-10-30 12:30:00 PM,82
2017-10-29 07:40:00 PM,693
2017-10-29 02:51:00 PM,76
2017-10-29 10:16:00 AM,72
2017-10-29 06:05:00 AM,75
2017-10-28 07:36:00 PM,590
2017-10-28 02:18:00 PM,84
2017-10-28 10:16:00 AM,52
2017-10-28 06:38:00 AM,59
2017-10-28 06:15:00 AM,2
2017-10-28 05:55:00 AM,11
2017-10-27 07:26:00 PM,622
2017-10-27 12:20:00 PM,69
2017-10-26 07:34:00 PM,629
2017-10-26 12:51:00 PM,75
2017-10-26 07:00:00 AM,60
2017-10-26 03:20:00 AM,180
2017-10-25 08:05:00 PM,400
2017-10-25 07:41:00 PM,20
2017-10-25 11:14:00 AM,67
2017-10-24 07:15:00 PM,647
2017-10-24 11:40:00 AM,88
2017-10-24 06:47:00 AM,57
2017-10-24 06:06:00 AM,10
2017-10-23 07:53:00 PM,591
2017-10-23 03:10:00 PM,87
2017-10-23 09:48:00 AM,129
2017-10-22 07:23:00 PM,702
2017-10-22 02:03:00 PM,84
2017-10-22 11:02:00 AM,7
2017-10-22 10:48:00 AM,10
2017-10-22 06:46:00 AM,92
2017-10-21 10:35:00 PM,475
2017-10-21 09:31:00 PM,40
2017-10-21 07:30:00 PM,110
2017-10-21 02:26:00 PM,99
2017-10-21 10:06:00 AM,58
2017-10-21 10:06:00 AM,58
2017-10-21 06:23:00 AM,87
2017-10-20 07:31:00 PM,616
2017-10-20 01:27:00 PM,67
2017-10-20 06:29:00 AM,66
2017-10-19 07:28:00 PM,605
2017-10-19 11:45:00 AM,45
2017-10-18 08:04:00 PM,589
2017-10-18 03:38:00 PM,47
2017-10-18 08:37:00 AM,59
2017-10-18 06:27:00 AM,1
2017-10-18 06:10:00 AM,5
2017-10-17 08:52:00 PM,543
2017-10-17 05:19:00 PM,47
2017-10-17 11:57:00 AM,95
2017-10-17 08:21:00 AM,71
2017-10-17 04:45:00 AM,80
2017-10-16 07:08:00 PM,532
2017-10-16 12:14:00 PM,79
2017-10-16 08:36:00 AM,54
2017-10-16 06:23:00 AM,14
2017-10-16 05:19:00 AM,56
2017-10-15 08:28:00 PM,528
2017-10-15 04:41:00 PM,70
2017-10-15 12:39:00 PM,88
2017-10-15 08:38:00 AM,91
2017-10-15 05:00:00 AM,90
2017-10-14 07:18:00 PM,552
2017-10-14 01:00:00 PM,92
2017-10-14 08:38:00 AM,61
2017-10-13 08:16:00 PM,609
2017-10-13 06:06:00 PM,28
2017-10-13 01:55:00 PM,80
2017-10-13 09:30:00 AM,111
2017-10-13 02:29:00 AM,264
2017-10-12 07:15:00 PM,420
2017-10-12 02:12:00 PM,106
2017-10-12 09:51:00 AM,105
2017-10-12 05:21:00 AM,120
2017-10-11 07:39:00 PM,542
2017-10-11 07:25:00 PM,14
2017-10-11 02:57:00 PM,82
2017-10-11 10:36:00 AM,99
2017-10-11 07:37:00 AM,53
2017-10-10 08:01:00 PM,560
2017-10-10 04:01:00 PM,45
2017-10-10 10:51:00 AM,23
2017-10-09 07:30:00 PM,650
2017-10-09 01:00:00 PM,35
2017-10-08 07:33:00 PM,737
2017-10-08 01:08:00 PM,115
2017-10-08 09:30:00 AM,59
2017-10-08 06:15:00 AM,75
2017-10-07 11:15:00 PM,345
2017-10-07 07:18:00 PM,230
2017-10-07 01:10:00 PM,82
2017-10-07 08:31:00 AM,116
2017-10-06 07:31:00 PM,653
2017-10-06 11:30:00 AM,41
2017-10-05 07:47:00 PM,633
2017-10-05 01:45:00 PM,50
2017-10-05 08:15:00 AM,100
2017-10-04 07:26:00 PM,625
2017-10-04 11:51:00 AM,69
2017-10-03 07:16:00 PM,638
2017-10-03 01:38:00 PM,91
2017-10-03 09:17:00 AM,75
2017-10-02 07:15:00 PM,680
2017-10-02 03:30:00 PM,42
2017-10-02 01:26:00 PM,121
2017-10-02 09:46:00 AM,70
2017-10-02 07:21:00 AM,20
2017-10-02 07:01:00 AM,17
2017-10-02 04:45:00 AM,124
2017-10-01 06:46:00 PM,574
2017-10-01 01:59:00 PM,74
2017-10-01 09:28:00 AM,58
2017-10-01 06:53:00 AM,13
2017-09-30 08:30:00 PM,596
2017-09-30 04:29:00 PM,87
2017-09-30 11:38:00 AM,94
2017-09-30 07:46:00 AM,65
2017-09-29 07:27:00 PM,606
2017-09-29 02:45:00 PM,50
2017-09-29 07:55:00 AM,51
2017-09-28 06:38:00 PM,669
2017-09-28 12:40:00 PM,50
2017-09-27 08:41:00 PM,490
2017-09-27 05:15:00 PM,40
2017-09-27 11:11:00 AM,25
2017-09-26 07:02:00 PM,663
2017-09-26 12:45:00 PM,95
2017-09-26 08:40:00 AM,51
2017-09-25 08:05:00 PM,595
2017-09-25 05:30:00 PM,36
2017-09-25 01:20:00 PM,40
2017-09-25 12:33:00 PM,39
2017-09-25 08:51:00 AM,42
2017-09-24 07:01:00 PM,694
2017-09-24 02:22:00 PM,80
2017-09-24 09:45:00 AM,85
2017-09-24 04:58:00 AM,32
2017-09-23 06:36:00 PM,594
2017-09-23 06:21:00 PM,15
2017-09-23 01:57:00 PM,77
2017-09-23 09:15:00 AM,110
2017-09-23 02:47:00 AM,219
2017-09-22 06:40:00 PM,342
2017-09-22 01:40:00 PM,17
2017-09-22 10:20:00 AM,35
2017-09-21 07:11:00 PM,661
2017-09-21 12:55:00 PM,40
2017-09-21 08:06:00 AM,99
2017-09-21 02:48:00 AM,197
2017-09-21 01:53:00 AM,6
2017-09-20 06:46:00 PM,345
2017-09-20 12:40:00 PM,80
2017-09-20 09:41:00 AM,80
2017-09-19 07:23:00 PM,651
2017-09-19 04:20:00 PM,25
2017-09-19 11:36:00 AM,50
2017-09-18 06:52:00 PM,663
2017-09-18 03:17:00 PM,29
2017-09-18 10:46:00 AM,79
2017-09-18 05:31:00 AM,87
2017-09-18 05:05:00 AM,12
2017-09-18 05:05:00 AM,12
2017-09-17 06:00:00 PM,607
2017-09-17 12:47:00 PM,88
2017-09-17 09:15:00 AM,41
2017-09-17 05:25:00 AM,88
2017-09-17 04:31:00 AM,6
2017-09-16 07:03:00 PM,564
2017-09-16 06:49:00 PM,7
2017-09-16 02:25:00 PM,72
2017-09-16 09:45:00 AM,104
2017-09-16 07:05:00 AM,36
2017-09-15 06:16:00 PM,650
2017-09-15 10:46:00 AM,35
2017-09-15 04:45:00 AM,91
2017-09-15 04:34:00 AM,5
2017-09-14 06:32:00 PM,548
2017-09-14 10:46:00 AM,90
2017-09-13 06:19:00 PM,683
2017-09-13 01:02:00 PM,38
2017-09-13 10:17:00 AM,23
2017-09-13 03:48:00 AM,156
2017-09-13 03:36:00 AM,5
2017-09-13 03:29:00 AM,2
2017-09-13 03:18:00 AM,5
2017-09-13 03:01:00 AM,6
2017-09-12 07:24:00 PM,452
2017-09-12 02:51:00 PM,93
2017-09-12 11:02:00 AM,44
2017-09-12 07:37:00 AM,67
2017-09-11 07:21:00 PM,610
2017-09-11 02:42:00 PM,82
2017-09-11 11:24:00 AM,27
2017-09-11 07:19:00 AM,47
2017-09-10 07:26:00 PM,600
2017-09-10 04:39:00 PM,28
2017-09-10 04:12:00 PM,23
2017-09-10 03:54:00 PM,2
2017-09-10 12:14:00 PM,65
2017-09-10 08:15:00 AM,95
2017-09-10 04:53:00 AM,77
2017-09-09 07:10:00 PM,525
2017-09-09 03:31:00 PM,44
2017-09-09 02:45:00 PM,44
2017-09-09 11:32:00 AM,43
2017-09-09 11:18:00 AM,5
2017-09-09 07:56:00 AM,54
2017-09-08 06:14:00 PM,676
2017-09-08 10:07:00 AM,44
2017-09-08 02:59:00 AM,194
2017-09-08 02:02:00 AM,12
2017-09-07 06:41:00 PM,423
2017-09-07 02:01:00 PM,69
2017-09-07 07:02:00 AM,57
2017-09-06 06:41:00 PM,635
2017-09-06 12:45:00 PM,59
2017-09-06 02:06:00 AM,244
2017-09-05 07:01:00 PM,423
2017-09-05 02:48:00 PM,60
2017-09-05 11:24:00 AM,37
2017-09-05 10:48:00 AM,31
2017-09-05 06:29:00 AM,99
2017-09-05 03:03:00 AM,108
2017-09-04 06:15:00 PM,527
2017-09-04 12:46:00 PM,102
2017-09-04 09:16:00 AM,58
2017-09-04 06:50:00 AM,14
2017-09-04 06:11:00 AM,37
2017-09-04 04:58:00 AM,12
2017-09-03 06:59:00 PM,591
2017-09-03 03:28:00 PM,50
2017-09-03 09:24:00 AM,51
2017-09-03 06:07:00 AM,50
2017-09-02 05:41:00 PM,745
2017-09-02 12:46:00 PM,46
2017-09-02 12:02:00 PM,41
2017-09-02 08:54:00 AM,61
2017-09-02 05:44:00 AM,50
2017-09-02 05:31:00 AM,3
2017-09-02 05:27:00 AM,3
2017-09-02 04:59:00 AM,9
2017-09-01 09:54:00 PM,419
2017-09-01 06:45:00 PM,187
2017-09-01 02:53:00 PM,55
2017-09-01 02:31:00 PM,14
2017-09-01 11:43:00 AM,47
2017-09-01 11:31:00 AM,5
2017-09-01 07:41:00 AM,94
2017-09-01 04:17:00 AM,59
2017-09-01 03:50:00 AM,10
2017-09-01 03:38:00 AM,6
2017-08-31 06:42:00 PM,527
2017-08-31 02:36:00 PM,15
2017-08-31 01:29:00 PM,66
2017-08-31 07:33:00 AM,110
2017-08-31 07:21:00 AM,2
2017-08-31 05:35:00 AM,13
2017-08-30 06:40:00 PM,653
2017-08-30 03:13:00 PM,61
2017-08-30 11:25:00 AM,84
2017-08-30 08:10:00 AM,47
2017-08-30 07:59:00 AM,3
2017-08-30 07:50:00 AM,5
2017-08-30 04:08:00 AM,108
2017-08-30 03:37:00 AM,23
2017-08-30 02:55:00 AM,4
2017-08-30 01:23:00 AM,74
2017-08-29 05:55:00 PM,447
2017-08-29 02:06:00 PM,23
2017-08-29 10:23:00 AM,85
2017-08-29 07:26:00 AM,46
2017-08-29 05:37:00 AM,16
2017-08-28 06:50:00 PM,615
2017-08-28 02:55:00 PM,60
2017-08-28 11:27:00 AM,36
2017-08-28 08:15:00 AM,39
2017-08-28 06:10:00 AM,20
2017-08-28 05:02:00 AM,46
2017-08-28 04:11:00 AM,110
2017-08-27 06:07:00 PM,574
2017-08-27 12:05:00 PM,103
2017-08-27 08:07:00 AM,116
2017-08-27 06:05:00 AM,2
2017-08-27 05:32:00 AM,27
2017-08-27 05:01:00 AM,29
2017-08-27 04:57:00 AM,1
2017-08-26 06:46:00 PM,607
2017-08-26 12:26:00 PM,105
2017-08-26 08:56:00 AM,67
2017-08-26 06:23:00 AM,42
2017-08-25 06:13:00 PM,649
2017-08-25 10:25:00 AM,25
2017-08-25 07:10:00 AM,16
2017-08-24 07:06:00 PM,630
2017-08-24 03:00:00 PM,40
2017-08-24 10:01:00 AM,50
2017-08-23 07:41:00 PM,605
2017-08-23 04:41:00 PM,50
2017-08-23 11:10:00 AM,40
2017-08-22 07:49:00 PM,656
2017-08-22 04:17:00 PM,48
2017-08-22 11:46:00 AM,100
2017-08-22 11:20:00 AM,6
2017-08-22 08:00:00 AM,57
2017-08-21 07:24:00 PM,635
2017-08-21 04:07:00 PM,43
2017-08-21 12:11:00 PM,78
2017-08-21 07:53:00 AM,92
2017-08-20 09:51:00 PM,483
2017-08-20 07:27:00 PM,139
2017-08-20 04:59:00 PM,13
2017-08-20 03:44:00 PM,74
2017-08-20 11:54:00 AM,96
2017-08-20 08:44:00 AM,43
2017-08-20 03:19:00 AM,205
2017-08-19 07:04:00 PM,444
2017-08-19 03:28:00 PM,57
2017-08-19 11:19:00 AM,94
2017-08-19 08:17:00 AM,41
2017-08-18 06:29:00 PM,685
2017-08-18 11:30:00 AM,45
2017-08-17 07:44:00 PM,610
2017-08-17 04:31:00 PM,40
2017-08-17 10:11:00 AM,60
2017-08-17 06:20:00 AM,43
2017-08-16 06:18:00 PM,634
2017-08-16 11:20:00 AM,85
2017-08-16 12:58:00 AM,347
2017-08-15 07:17:00 PM,326
2017-08-15 02:59:00 PM,65
2017-08-15 10:39:00 AM,90
2017-08-15 07:43:00 AM,38
2017-08-14 07:39:00 PM,597
2017-08-14 03:54:00 PM,78
2017-08-14 12:01:00 PM,76
2017-08-14 08:13:00 AM,86
2017-08-13 07:12:00 PM,671
2017-08-13 07:05:00 PM,3
2017-08-13 07:00:00 PM,1
2017-08-13 03:44:00 PM,70
2017-08-13 11:40:00 AM,84
2017-08-13 08:21:00 AM,55
2017-08-12 07:14:00 PM,667
2017-08-12 04:03:00 PM,59
2017-08-12 11:33:00 AM,91
2017-08-12 08:23:00 AM,35
2017-08-11 11:46:00 PM,392
2017-08-11 06:22:00 PM,303
2017-08-11 12:52:00 PM,84
2017-08-11 10:00:00 AM,35
2017-08-10 06:19:00 PM,693
2017-08-10 11:01:00 AM,50
2017-08-10 03:55:00 AM,151
2017-08-09 07:47:00 PM,414
2017-08-09 04:25:00 PM,45
2017-08-09 11:00:00 AM,20
2017-08-09 05:37:00 AM,97
2017-08-08 06:37:00 PM,579
2017-08-08 01:40:00 PM,75
2017-08-08 09:50:00 AM,35
2017-08-08 05:47:00 AM,44
2017-08-08 05:28:00 AM,3
2017-08-07 07:14:00 PM,555
2017-08-07 04:11:00 PM,62
2017-08-07 11:00:00 AM,78
2017-08-07 08:11:00 AM,45
2017-08-07 04:27:00 AM,112
2017-08-06 06:50:00 PM,505
2017-08-06 03:06:00 PM,66
2017-08-06 11:23:00 AM,62
2017-08-06 08:13:00 AM,44
2017-08-05 07:00:00 PM,644
2017-08-05 02:31:00 PM,75
2017-08-05 10:47:00 AM,89
2017-08-05 08:01:00 AM,37
2017-08-05 02:06:00 AM,236
2017-08-04 06:58:00 PM,347
2017-08-04 01:31:00 PM,30
2017-08-04 06:36:00 AM,95
2017-08-04 05:02:00 AM,3
2017-08-03 07:26:00 PM,564
2017-08-03 05:59:00 PM,86
2017-08-03 10:30:00 AM,30
2017-08-03 07:23:00 AM,41
2017-08-02 07:29:00 PM,587
2017-08-02 03:56:00 PM,35
2017-08-02 10:45:00 AM,35
2017-08-01 06:37:00 PM,667
2017-08-01 02:22:00 PM,5
2017-08-01 01:45:00 PM,33
2017-08-01 01:31:00 PM,9
2017-08-01 10:21:00 AM,38
2017-08-01 09:42:00 AM,35
2017-07-31 06:22:00 PM,687
2017-07-31 02:47:00 PM,26
2017-07-31 11:28:00 AM,78
2017-07-31 07:38:00 AM,88
2017-07-30 06:28:00 PM,689
2017-07-30 01:19:00 PM,77
2017-07-30 09:36:00 AM,84
2017-07-30 05:34:00 AM,108
2017-07-29 06:46:00 PM,631
2017-07-29 02:22:00 PM,86
2017-07-29 10:23:00 AM,92
2017-07-29 07:20:00 AM,33
2017-07-28 06:44:00 PM,641
2017-07-27 07:16:00 PM,654
2017-07-27 03:20:00 PM,25
2017-07-27 10:16:00 AM,65
2017-07-27 05:14:00 AM,103
2017-07-26 07:02:00 PM,577
2017-07-26 01:56:00 PM,68
2017-07-26 10:16:00 AM,32
2017-07-25 07:13:00 PM,662
2017-07-25 03:11:00 PM,75
2017-07-25 12:23:00 PM,18
2017-07-25 11:20:00 AM,60
2017-07-25 08:03:00 AM,46
2017-07-25 07:42:00 AM,6
2017-07-25 05:56:00 AM,4
2017-07-24 08:06:00 PM,586
2017-07-24 07:08:00 PM,51
2017-07-24 03:46:00 PM,51
2017-07-24 11:51:00 AM,64
2017-07-24 11:28:00 AM,8
2017-07-24 08:33:00 AM,43
2017-07-24 08:09:00 AM,5
2017-07-23 06:52:00 PM,672
2017-07-23 03:36:00 PM,55
2017-07-23 12:26:00 PM,28
2017-07-23 12:15:00 PM,9
2017-07-23 11:06:00 AM,64
2017-07-23 08:00:00 AM,50
2017-07-22 07:26:00 PM,605
2017-07-22 03:26:00 PM,85
2017-07-22 11:38:00 AM,83
2017-07-22 08:13:00 AM,60
2017-07-21 06:38:00 PM,703
2017-07-21 02:06:00 PM,82
2017-07-21 10:24:00 AM,84
2017-07-21 07:43:00 AM,31
2017-07-20 06:50:00 PM,640
2017-07-20 01:27:00 PM,31
2017-07-20 09:49:00 AM,16
2017-07-19 06:50:00 PM,666
2017-07-19 04:32:00 PM,21
2017-07-19 10:30:00 AM,25
2017-07-19 06:42:00 AM,4
2017-07-18 07:23:00 PM,679
2017-07-18 05:49:00 PM,24
2017-07-18 10:46:00 AM,40
2017-07-17 07:04:00 PM,653
2017-07-17 03:43:00 PM,2
2017-07-17 02:47:00 PM,54
2017-07-17 12:05:00 PM,42
2017-07-17 11:33:00 AM,30
2017-07-17 08:44:00 AM,27
2017-07-17 05:54:00 AM,28
2017-07-16 06:33:00 PM,653
2017-07-16 12:35:00 PM,72
2017-07-16 09:13:00 AM,69
2017-07-16 06:01:00 AM,50
2017-07-15 06:53:00 PM,653
2017-07-15 02:35:00 PM,76
2017-07-15 11:24:00 AM,34
2017-07-15 07:21:00 AM,82
2017-07-14 07:34:00 PM,600
2017-07-14 05:23:00 PM,44
2017-07-14 11:10:00 AM,40
2017-07-14 06:53:00 AM,44
2017-07-13 07:08:00 PM,583
2017-07-13 05:35:00 PM,26
2017-07-13 12:31:00 PM,40
2017-07-13 07:36:00 AM,27
2017-07-12 06:57:00 PM,639
2017-07-12 12:38:00 PM,32
2017-07-11 06:53:00 PM,656
2017-07-11 02:46:00 PM,79
2017-07-11 11:48:00 AM,44
2017-07-11 08:23:00 AM,76
2017-07-11 05:25:00 AM,60
2017-07-10 07:21:00 PM,600
2017-07-10 06:23:00 PM,29
2017-07-10 02:07:00 PM,40
2017-07-10 10:19:00 AM,83
2017-07-10 07:44:00 AM,33
2017-07-09 06:44:00 PM,667
2017-07-09 03:11:00 PM,32
2017-07-09 11:31:00 AM,75
2017-07-09 08:47:00 AM,34
2017-07-09 05:50:00 AM,55
2017-07-08 06:56:00 PM,640
2017-07-08 02:17:00 PM,100
2017-07-08 10:36:00 AM,60
2017-07-08 08:02:00 AM,30
2017-07-07 06:50:00 PM,670
2017-07-07 02:00:00 PM,40
2017-07-07 09:35:00 AM,30
2017-07-07 05:02:00 AM,43
2017-07-06 07:03:00 PM,507
2017-07-06 02:51:00 PM,25
2017-07-06 10:30:00 AM,45
2017-07-05 06:46:00 PM,674
2017-07-05 05:19:00 PM,22
2017-07-05 01:26:00 PM,35
2017-07-05 09:40:00 AM,30
2017-07-04 07:21:00 PM,626
2017-07-04 02:06:00 PM,95
2017-07-04 11:04:00 AM,23
2017-07-04 08:11:00 AM,31
2017-07-03 06:46:00 PM,683
2017-07-03 01:47:00 PM,79
2017-07-03 10:52:00 AM,30
2017-07-03 07:44:00 AM,45
2017-07-02 06:49:00 PM,642
2017-07-02 03:53:00 PM,36
2017-07-02 01:02:00 PM,42
2017-07-02 10:24:00 AM,25
2017-07-02 07:51:00 AM,35
2017-07-01 07:35:00 PM,602
2017-07-01 04:47:00 PM,32
2017-07-01 12:56:00 PM,41
2017-07-01 08:00:00 AM,132
2017-07-01 05:02:00 AM,55
2017-06-30 07:20:00 PM,579
2017-06-30 06:53:00 PM,9
2017-06-30 05:29:00 PM,21
2017-06-30 12:46:00 PM,45
2017-06-29 07:38:00 PM,622
2017-06-29 05:25:00 PM,19
2017-06-29 12:56:00 PM,35
2017-06-29 06:52:00 AM,84
2017-06-28 06:45:00 PM,611
2017-06-28 01:51:00 PM,30
2017-06-28 09:30:00 AM,35
2017-06-28 05:18:00 AM,19
2017-06-27 06:51:00 PM,623
2017-06-27 01:09:00 PM,40
2017-06-27 10:11:00 AM,43
2017-06-27 07:11:00 AM,29
2017-06-26 06:55:00 PM,635
2017-06-26 01:49:00 PM,75
2017-06-26 10:44:00 AM,38
2017-06-26 07:45:00 AM,50
2017-06-26 05:21:00 AM,6
2017-06-25 07:23:00 PM,594
2017-06-25 03:47:00 PM,33
2017-06-25 11:42:00 AM,100
2017-06-25 08:00:00 AM,68
2017-06-24 07:03:00 PM,653
2017-06-24 04:20:00 PM,22
2017-06-24 12:02:00 PM,81
2017-06-24 07:46:00 AM,116
2017-06-23 07:08:00 PM,617
2017-06-23 05:28:00 PM,19
2017-06-23 12:21:00 PM,35
2017-06-23 09:05:00 AM,20
2017-06-22 07:18:00 PM,609
2017-06-22 04:45:00 PM,29
2017-06-22 12:55:00 PM,20
2017-06-22 08:35:00 AM,25
2017-06-21 07:26:00 PM,599
2017-06-21 02:13:00 PM,38
2017-06-21 11:00:00 AM,35
2017-06-20 06:43:00 PM,673
2017-06-20 02:01:00 PM,40
2017-06-20 09:55:00 AM,72
2017-06-19 09:27:00 PM,523
2017-06-19 07:38:00 PM,99
2017-06-19 02:51:00 PM,73
2017-06-19 11:16:00 AM,79
2017-06-19 07:51:00 AM,49
2017-06-18 07:10:00 PM,612
2017-06-18 07:07:00 PM,1
2017-06-18 03:17:00 PM,30
2017-06-18 11:08:00 AM,93
2017-06-18 07:59:00 AM,30
2017-06-17 07:39:00 PM,599
2017-06-17 04:21:00 PM,35
2017-06-17 12:22:00 PM,83
2017-06-17 08:54:00 AM,66
2017-06-16 07:59:00 PM,589
2017-06-16 04:26:00 PM,25
2017-06-16 09:35:00 AM,65
2017-06-15 07:00:00 PM,656
2017-06-15 03:15:00 PM,31
2017-06-15 11:31:00 AM,30
2017-06-14 08:00:00 PM,586
2017-06-14 04:15:00 PM,70
2017-06-14 09:41:00 AM,35
2017-06-13 07:44:00 PM,605
2017-06-13 04:07:00 PM,2
2017-06-13 03:32:00 PM,34
2017-06-13 02:56:00 PM,35
2017-06-13 01:55:00 PM,24
2017-06-13 10:04:00 AM,58
2017-06-13 03:24:00 AM,206
2017-06-12 07:28:00 PM,463
2017-06-12 04:02:00 PM,25
2017-06-12 04:00:00 PM,5
2017-06-12 01:12:00 PM,13
2017-06-12 12:01:00 PM,55
2017-06-12 08:13:00 AM,62
2017-06-11 07:49:00 PM,578
2017-06-11 03:28:00 PM,30
2017-06-11 01:04:00 PM,5
2017-06-11 08:55:00 AM,34
2017-06-11 05:46:00 AM,48
2017-06-10 07:59:00 PM,566
2017-06-10 04:47:00 PM,22
2017-06-10 01:10:00 PM,25
2017-06-10 10:01:00 AM,45
2017-06-10 07:22:00 AM,40
2017-06-09 11:46:00 PM,320
2017-06-09 07:35:00 PM,216
2017-06-09 04:11:00 PM,40
2017-06-09 09:26:00 AM,35
2017-06-09 12:25:00 AM,25
2017-06-08 06:56:00 PM,594
2017-06-08 02:50:00 PM,40
2017-06-08 11:36:00 AM,30
2017-06-08 08:06:00 AM,25
2017-06-08 12:15:00 AM,288
2017-06-07 07:41:00 PM,254
2017-06-07 01:46:00 PM,55
2017-06-07 10:10:00 AM,10
2017-06-07 06:37:00 AM,33
2017-06-06 08:50:00 PM,489
2017-06-06 03:26:00 PM,67
2017-06-06 12:33:00 PM,46
2017-06-06 12:07:00 PM,24
2017-06-06 09:10:00 AM,35
2017-06-06 06:35:00 AM,31
2017-06-06 04:41:00 AM,2
2017-06-05 07:17:00 PM,562
2017-06-05 04:11:00 PM,35
2017-06-05 01:38:00 PM,1
2017-06-05 01:02:00 PM,30
2017-06-05 10:11:00 AM,31
2017-06-05 07:26:00 AM,32
2017-06-04 07:00:00 PM,645
2017-06-04 02:20:00 PM,84
2017-06-04 10:34:00 AM,88
2017-06-04 07:44:00 AM,29
2017-06-04 05:19:00 AM,38
2017-06-03 07:34:00 PM,582
2017-06-03 04:42:00 PM,54
2017-06-03 01:03:00 PM,84
2017-06-03 10:01:00 AM,38
2017-06-03 07:16:00 AM,31
2017-06-02 07:21:00 PM,602
2017-06-02 04:30:00 PM,38
2017-06-02 12:35:00 PM,25
2017-06-02 07:02:00 AM,74
2017-06-01 07:55:00 PM,563
2017-06-01 05:32:00 PM,28
2017-06-01 04:40:00 PM,20
2017-06-01 01:12:00 PM,18
2017-06-01 09:31:00 AM,35
2017-05-31 08:16:00 PM,563
2017-05-31 05:53:00 PM,6
2017-05-31 05:29:00 PM,23
2017-05-31 12:56:00 PM,20
2017-05-31 07:50:00 AM,35
2017-05-30 07:30:00 PM,609
2017-05-30 04:40:00 PM,28
2017-05-30 01:42:00 PM,30
2017-05-30 10:31:00 AM,54
2017-05-30 08:00:00 AM,25
2017-05-29 09:20:00 PM,526
2017-05-29 07:34:00 PM,104
2017-05-29 03:30:00 PM,69
2017-05-29 12:18:00 PM,53
2017-05-29 11:52:00 AM,24
2017-05-29 08:29:00 AM,60
2017-05-28 07:33:00 PM,653
2017-05-28 03:29:00 PM,33
2017-05-28 03:20:00 PM,1
2017-05-28 11:45:00 AM,82
2017-05-28 09:01:00 AM,38
2017-05-28 06:10:00 AM,33
2017-05-27 07:38:00 PM,583
2017-05-27 04:22:00 PM,25
2017-05-27 01:07:00 PM,46
2017-05-27 09:29:00 AM,100
2017-05-27 06:54:00 AM,36
2017-05-26 07:53:00 PM,551
2017-05-26 05:07:00 PM,26
2017-05-26 12:51:00 PM,69
2017-05-26 07:15:00 AM,110
2017-05-25 07:19:00 PM,593
2017-05-25 12:50:00 PM,80
2017-05-25 09:51:00 AM,25
2017-05-24 07:58:00 PM,560
2017-05-24 05:23:00 PM,27
2017-05-24 01:16:00 PM,95
2017-05-24 10:12:00 AM,33
2017-05-24 07:36:00 AM,16
2017-05-23 08:02:00 PM,565
2017-05-23 04:55:00 PM,35
2017-05-23 01:37:00 PM,49
2017-05-23 10:58:00 AM,33
2017-05-23 07:31:00 AM,74
2017-05-22 07:11:00 PM,615
2017-05-22 02:34:00 PM,36
2017-05-22 10:46:00 AM,86
2017-05-22 07:16:00 AM,34
2017-05-21 07:25:00 PM,590
2017-05-21 01:49:00 PM,71
2017-05-21 10:23:00 AM,74
2017-05-21 07:11:00 AM,58
2017-05-21 02:41:00 AM,148
2017-05-20 07:10:00 PM,431
2017-05-20 01:22:00 PM,117
2017-05-20 12:52:00 PM,28
2017-05-20 10:43:00 AM,3
2017-05-20 09:56:00 AM,44
2017-05-20 07:22:00 AM,38
2017-05-19 09:28:00 PM,474
2017-05-19 07:12:00 PM,132
2017-05-19 02:16:00 PM,110
2017-05-19 11:05:00 AM,10
2017-05-18 07:40:00 PM,597
2017-05-18 04:57:00 PM,30
2017-05-18 12:41:00 PM,30
2017-05-18 09:30:00 AM,30
2017-05-17 08:01:00 PM,579
2017-05-17 05:35:00 PM,24
2017-05-17 01:26:00 PM,45
2017-05-17 10:00:00 AM,35
2017-05-16 11:05:00 PM,396
2017-05-16 07:33:00 PM,172
2017-05-16 04:20:00 PM,33
2017-05-16 01:39:00 PM,32
2017-05-16 10:46:00 AM,36
2017-05-16 08:01:00 AM,28
2017-05-15 09:43:00 PM,487
2017-05-15 07:07:00 PM,153
2017-05-15 02:20:00 PM,70
2017-05-15 10:21:00 AM,87
2017-05-15 07:32:00 AM,28
2017-05-14 09:44:00 PM,466
2017-05-14 07:56:00 PM,108
2017-05-14 04:24:00 PM,69
2017-05-14 01:44:00 PM,34
2017-05-14 10:06:00 AM,81
2017-05-14 07:29:00 AM,41
2017-05-13 07:30:00 PM,601
2017-05-13 02:28:00 PM,105
